synset,model_id,split
02808440,af592551a5f44e8e54d7082b34825ef0,train
02808440,cd23523044b34cb29a461ceb2370bcba,train
02808440,934bc8fa879c3f0244221bef0fa3c36b,train
02808440,453faae27faa3cb454d7082b34825ef0,train
02808440,721617d5fe78f33363ffebf86d8dd00,train
02808440,878767d96ae00079a1ad4813ad2137e,train
02808440,3e2b33cffce8fc632dda19453ee07c6b,train
02808440,124807f04a76c484c62bee40dcdc539,train
02808440,5db3375f0e4cf84e133dce51d963916a,train
02808440,752f091bd4264d2fce772b67783de9cb,train
02808440,653dab02848c6090b362845c6edb57fc,train
02808440,6e4339050c5338933af30a3946d92feb,train
02808440,f0e4c180558694ff904951ea0800d3f0,train
02808440,cc060d05ecc6b760cb6267f1b348aaaa,train
02808440,b7d1bc59194e2c5672101dcac4ed75d3,train
02808440,e814a58e52652f43e702e0688ba77bb0,train
02808440,44bf3d065ab35d43b362845c6edb57fc,train
02808440,e3da3660529c4986ccd0340812259a39,train
02808440,50c67260bb9322e8ebc740fe800c0367,train
02808440,8c989333427537ce44221bef0fa3c36b,train
02808440,621f1f65eca6fe7fd7c9d85d3b7335dc,train
02808440,881043bb57784d4e3b918969f743aebf,train
02808440,191c2a4444cb562554d7082b34825ef0,train
02808440,ee9261d9011255453321831d2245cf06,train
02808440,8a7a7e70aa8961f4edd7686549ee4484,train
02808440,2901f503b077e7a0fe52ffd0e748a1ab,train
02808440,f9fe136c1738dcb1ec3cc26553cfa06b,train
02808440,d171a949c9583599ca972daa503b3095,train
02808440,a0c19e3a7fddb5733178fd967888865d,train
02808440,ea7913efbe22abed412deb0d2b0f3dcd,train
02808440,1ea8a2646a0e33afcd2957531fcac5d6,train
02808440,d6a1c1c47190649a54d7082b34825ef0,train
02808440,8113b0f14206155a74f9a02bc96d14ca,train
02808440,55eca9bc125d32fd54d7082b34825ef0,train
02808440,caccc22a1266150d3321831d2245cf06,train
02808440,6787698a1fbd9a6d44221bef0fa3c36b,train
02808440,cd42ce92bf94eaf35e690296776c7bfe,train
02808440,9dc757fba512200b167a3045f56a81f2,train
02808440,fa02ef26c333e469b362845c6edb57fc,train
02808440,537205d65f040f701b9d8cf5b1327a12,train
02808440,ee230a2651945801b20f6e48f6a30cbf,train
02808440,370dea2a2719b07744221bef0fa3c36b,train
02808440,d2a511578a387365ede9471c962dd6ba,train
02808440,40f0604892e7b4268a7ab8a2c534e9e7,train
02808440,c6449e52f945035a1ee236984e84b5e3,train
02808440,75957a7274c39d54b8fda7a3b5ccb8f7,train
02808440,f2306272d14861367c8e9b5cdcd2f0ef,train
02808440,a03a2f92431e190591a491e8257bd6fe,train
02808440,9458bf8670645df33321831d2245cf06,train
02808440,70b6ec39b993a7437a809fceb352d42,train
02808440,189c1ffb58c74c3bccd0340812259a39,train
02808440,7e8cc52fa74c26b4eb1f243bab39fb29,train
02808440,cb38405e384c79c05e4e385b035691bb,train
02808440,5f2cd0c8c02d7557bff8b2d517ae4561,train
02808440,985cd0d15f067f18a08bf4a5e8bfb746,train
02808440,97a2ac7e8ada9d981f003e83c2518be8,train
02808440,c97d74e85fb248e6bf258aa99523f66b,train
02808440,5406f6de80a4bf84fe52ffd0e748a1ab,train
02808440,4119421c85d867c4fb5a74b09b9b3506,train
02808440,1257e60da04ab350b022c94235bc8601,train
02808440,13b3f78fcad66e2df6da603e92626bf9,train
02808440,86624ab3ee7f840d3321831d2245cf06,train
02808440,7ecbb98e2bb428c85721e2cc9a13e7cc,train
02808440,12aae2c1b46580c48e48489883d168e7,train
02808440,5703aca738f8d92b44221bef0fa3c36b,train
02808440,8662ec01d9c580827ac6ce513ae497d3,train
02808440,a82d1a985717e161a3d8d955f4f42c39,train
02808440,bde516127c10ceed3321831d2245cf06,train
02808440,215352e586ec6aa0b362845c6edb57fc,train
02808440,7ce00acd26d3ce63125fa9990176f0d5,train
02808440,ec840887e7cae5b6ccd0340812259a39,train
02808440,aea6cef49fd3a6ab3af30a3946d92feb,train
02808440,d11d01a4ab7912347c34b08df917732,train
02808440,f15b0f42feae8d75b87c8f5e7f9beb6e,train
02808440,d970177e3a932dc344221bef0fa3c36b,train
02808440,b03cb02cab23307b71f6c2d1271354cb,train
02808440,7e6b409823580827a80d0ac32aa1e5ef,train
02808440,591906b60da78a063321831d2245cf06,train
02808440,97f7ff0b07dc37c18dcb895d63e0dcc,train
02808440,8ba04a13e0b5a33f774f018e2c69edb0,train
02808440,ec1d737b5962bd306e12d65bc1882e95,train
02808440,2f65f22224a48d26ead253ec715c9744,train
02808440,198f8c170347741c54d7082b34825ef0,train
02808440,60427211b9845f4e9ee028845f1b68b,train
02808440,7072816b1da8ca1b1c17aef130ed6213,train
02808440,8346416e382d3a3fccd0340812259a39,train
02808440,3efe1e2fc2ab4c0e4e58e1f374dbffd,train
02808440,69f95bd359cd47d0448cbcbac44a38bf,train
02808440,9d3e7604b922e1e551b711a0825fda5b,train
02808440,9de93ed7919c499854d7082b34825ef0,train
02808440,7b440b188067638a44221bef0fa3c36b,train
02808440,f6f8241116920f45b362845c6edb57fc,train
02808440,7ab615debab4fff9afc85023f866b252,train
02808440,f37c6c427d253657bbf140c61ceddce2,train
02808440,b811317b75610314f7bcd99767bf77f4,train
02808440,89343976cb18545d4bce3147c41ec725,train
02808440,1c6117c2eef53221b362845c6edb57fc,train
02808440,ea8891fa9a19f8cb9e2e2edd05265482,train
02808440,3e9b4b309c9db612b0957d845ac33749,train
02808440,5e07cb24ec93904bcc6434361376a7a4,train
02808440,980d4377aadf1fe1b362845c6edb57fc,train
02808440,449e90cbbe310030b983088451bda93b,train
02808440,ba86184fb4bd46a23321831d2245cf06,train
02808440,a369b8bb41a81cf7dbabfe882776e1f8,train
02808440,b16eae893bd12a87b8724a732b3d4cc1,train
02808440,beeae670a6ed2a4cae5f116398936abf,train
02808440,ae1a11d1ca89ba26e863737836cd53b4,train
02808440,a00e66c628e452413beb0acbcd481c2d,train
02808440,2004425c4a997e33a7287f0d359a1a39,train
02808440,c66b0bdad2628150ccd0340812259a39,train
02808440,f033e6bfaf0c41963321831d2245cf06,train
02808440,41c2075df14356713321831d2245cf06,train
02808440,42c74e5da10975c13af30a3946d92feb,train
02808440,3358fed603caf82bb362845c6edb57fc,train
02808440,ff0a7ba89bc77fd58797cf21d0643b9f,train
02808440,7e5857a4abbcbe9098dcd47b5c6dc2e5,train
02808440,a1d69eef3e42da23321831d2245cf06,train
02808440,85c3bd8f53a7329ed83a3378d32b3048,train
02808440,a4b457c41180e0b9fe52ffd0e748a1ab,train
02808440,bebbe478c5c2d44e44221bef0fa3c36b,train
02808440,a23e7892bd3dc65b6f893b5bc716a3fa,train
02808440,f313673174ba24de1c17aef130ed6213,train
02808440,367f0d3a99b5f9f834f7f29b38d9290a,train
02808440,ef39099e75d450b46012ae9c733eecc,train
02808440,11955ce486dd9b6954d7082b34825ef0,train
02808440,9a2356d30def73186b448b8aaebb705c,train
02808440,36a554e2ef628266b0d51feef5761dce,train
02808440,bdacdeb89e174d743321831d2245cf06,train
02808440,63c4c61e156c25d23321831d2245cf06,train
02808440,62b3b1e91deef860ede9471c962dd6ba,train
02808440,800da11834a991da3321831d2245cf06,train
02808440,e3a0391e9fdb7671fdb7801f07fef3bd,train
02808440,9eca0331d9e89d5bc3035ab7747ce27a,train
02808440,2f6da348147cad9c3321831d2245cf06,train
02808440,506a041b7ad271813321831d2245cf06,train
02808440,268967dc3b0b09d0412deb0d2b0f3dcd,train
02808440,e7f07d51b5261395ede9471c962dd6ba,train
02808440,2b9228db2c77130d44221bef0fa3c36b,train
02808440,1384585a48232ade2b4641ae88b2ff3f,train
02808440,cf565a3576331f67433b4c9b207205a9,train
02808440,407e9ad1c8352e1f125fa9990176f0d5,train
02808440,1acfdd86f8d48bb19750530d0552b23,train
02808440,3ffffa5a05b2254d4ee769ccec97aa83,train
02808440,66bf814e881c1c1a51c83dffb1e07a0e,train
02808440,73f3495f2c64c929ccd0340812259a39,train
02808440,8a55c7f9d5fc9dac33da1d126caef9c6,train
02808440,96777ae57747ee41ffca1588abe4e39c,train
02808440,8183d981730d9f4b4c62bee40dcdc539,train
02808440,33718430c3a5c88bffc6e457221b9271,train
02808440,e7629f9e27ee058bea7b0e6d0dd8daa,train
02808440,549663876b12914accd0340812259a39,train
02808440,275005a67aba33ca9d97e7b300a8d98b,train
02808440,a2e7bff47380868e6b37e99dfd7a802f,train
02808440,a9827a6ad29326ea14c8ee9aa2f8e72d,train
02808440,e696c5d9b42ff5a0fe52ffd0e748a1ab,train
02808440,ccafecd2880b61f754d7082b34825ef0,train
02808440,712d9397ec53765f9e25afd4f06934a3,train
02808440,d7d4367ef5ee5991b362845c6edb57fc,train
02808440,fcc74af36543018db38325455ee7a49f,train
02808440,20fb36fea4f6ce91901fed29c825c894,train
02808440,c6ff7725e2e3832835b3d63776480dcf,train
02808440,fdcc9d0d2e24b4f854d7082b34825ef0,train
02808440,97ce198e3d7cdda13991a4f3b0ed6e4,train
02808440,44bccd348dbbc2d6b448b8aaebb705c,train
02808440,85bafd18f0457795810b41e4924ac586,train
02808440,a31af845a610a552d83e8d4109d37961,train
02808440,d4d61ab0356aa6d0b362845c6edb57fc,train
02808440,e34dbb83a23b3b019bb88ff9c0d772b2,train
02808440,691d75148d42c03cccd0340812259a39,train
02808440,42d7c051c1e771ba3956bf2322987dd4,train
02808440,cdf47d95ba14768d48ad5e70a514c4da,train
02808440,5c06133aac3e8fab3321831d2245cf06,train
02808440,f6f4dc302b85c7f96fe347138aa3101c,train
02808440,d319ba92fbe38bf4429d80a62aad88ab,train
02808440,fe59e0e02ca91956b362845c6edb57fc,train
02808440,86880c061d80ebab3956bf2322987dd4,train
02808440,b08d711c39561b793321831d2245cf06,train
02808440,61475bc1cf693943d6a6890cb66ada39,train
02808440,3b4a28f7e078ac063321831d2245cf06,train
02808440,56a19ee862125b28cf8c584ddfde6324,train
02808440,b2a500b97b21c4eeb6adb81b8de263a3,train
02808440,848124bf8497ee436bb6bc0db07c71e8,train
02808440,e5a1ff704398c55ede9471c962dd6ba,train
02808440,7b0f2735068568ef3af30a3946d92feb,train
02808440,ff6b4c0016394ba83321831d2245cf06,train
02808440,51ac21c5f5c10583b8724a732b3d4cc1,train
02808440,564813720bdb0cd93321831d2245cf06,train
02808440,7e5e0372dbccecb244221bef0fa3c36b,train
02808440,d5d3d361bdf7245e75519658e0efffee,train
02808440,dea2eef8fa6690061031459726e7e8b9,train
02808440,90abc75db76e80e244221bef0fa3c36b,train
02808440,f84308c16a081311ccd0340812259a39,train
02808440,5b8d1278d408864eba47eca8aa80094,train
02808440,304346a133b9153379d57ee14f8ee702,train
02808440,74de09e85976da12a13787f910fef0e3,train
02808440,bdf94fe1bef0281b362845c6edb57fc,train
02808440,b0d95b98cc9ced8bf82d285b0703fe12,train
02808440,b425065d760552afb362845c6edb57fc,train
02808440,47f4bab4593437481c17aef130ed6213,train
02808440,eb00cc6ea32fdf6d3321831d2245cf06,train
02808440,19e3356bdc1600e48356c7b0827e2e54,train
02808440,c7c0c46ba87f11ca4c62bee40dcdc539,train
02808440,f8d0cc0680f502e98eb3bc6c6d15f9bf,train
02808440,167bf252d547bcccccd0340812259a39,train
02808440,7d4c5f150ed81e3054d7082b34825ef0,train
02808440,99fcd275c9f57ae044221bef0fa3c36b,train
02808440,2ae90c52820a705a16af3198c99de08,train
02808440,2edc92c82cc5db3d3321831d2245cf06,train
02808440,686dd1bdc574ebd152b20f433bf30081,train
02808440,2f90ff6319c74691c7cd249d921dad67,train
02808440,89ab13233adb2f879d57ee14f8ee702,train
02808440,3db95e318c29a2ccb362845c6edb57fc,train
02808440,55f7cefd2fd58bd4f4dbd7b2c34ea2f0,train
02808440,b671a193d0397ad554d7082b34825ef0,train
02808440,1c68386f4be530973321831d2245cf06,train
02808440,27e0851e99c4d04470374408dad00379,train
02808440,ab70496561127a0332d44b56830636ba,train
02808440,ceb077ecef095d452d70ca35ac1a10ff,train
02808440,9c2761796fe65c9b3af30a3946d92feb,train
02808440,b657b07733051ef83c7c1f545abb6527,train
02808440,86cc268fa01fac6b9f4775ea8562d2,train
02808440,ea9a9f6922adb1b70c61a2b7d6910c,train
02808440,3b59f9cff3d39a0b602ced3945939e8e,train
02808440,ead316f148fa1b699fd7df127276ed69,train
02808440,6abb270bc9fc54fe4c62bee40dcdc539,train
02808440,816cad16553dbb004f2d909c705c7509,train
02808440,dccb280354aefe171e7f704273b6f731,train
02808440,393484a5228413b777138b91927032b0,train
02808440,6bf87e25ad2b7e1cdd43f423f86ddbb9,train
02808440,5a4cf079a43f0a793321831d2245cf06,train
02808440,474a0aefc64043da54d7082b34825ef0,train
02808440,aa1200913fdb9f1679d57ee14f8ee702,train
02808440,5c77eba7135d8703b362845c6edb57fc,train
02808440,6458583a168aa52af42a90fe4baf4591,train
02808440,fcf0ef94d568f97054d7082b34825ef0,train
02808440,a78afbaa1c7e8795e44d45504b29e834,train
02808440,49e43bbff6765f95d16ed9439ea3f1a5,train
02808440,76a687cb1dcacf883321831d2245cf06,train
02808440,8399987b9bca0dd0e63a9e8397b31118,train
02808440,8fe4014c96a06f2a57ed847bfc43a483,train
02808440,3778a4349297e60b44221bef0fa3c36b,train
02808440,46bf8401785b96e336d8dd30a594b2af,train
02808440,e4cd718118a15c40dcf3aa5cc0c09272,train
02808440,a095cdd68d69912b44221bef0fa3c36b,train
02808440,da59b45d5f06d4a844221bef0fa3c36b,train
02808440,9c1664de95b39e30ccd0340812259a39,train
02808440,93e9520a999562f93af30a3946d92feb,train
02808440,210e770d7cf45629b362845c6edb57fc,train
02808440,8be7711dfc0c7e3a54d7082b34825ef0,train
02808440,c0249608f553686f3321831d2245cf06,train
02808440,e88fb160e35aae493a762233fffc49ea,train
02808440,c69bef4275de0fd6412deb0d2b0f3dcd,train
02808440,841e9b3d40aacec23d89f1ada385db86,train
02808440,81aab72890c8cc3a64c8c924c4738650,train
02808440,ad70bacd3a9234bcac5ad68050161b06,train
02808440,9c2c7ae1ddbbf166eed6cfa9fc6d794c,train
02808440,5663138e433fa57c79d57ee14f8ee702,train
02808440,c843cc9df022e96ce6c3e73b818a2cc,train
02808440,6f1c542f24b8e50554d7082b34825ef0,train
02808440,e3779000fe8c6805ccd0340812259a39,train
02808440,315a621e6159aea93321831d2245cf06,train
02808440,2a5d4962869b1c34c62bee40dcdc539,train
02808440,5e83e7b924759c8ac2b1819e686b1fc9,train
02808440,44278df837544b8a412deb0d2b0f3dcd,train
02808440,d95901baec87549e54d7082b34825ef0,train
02808440,5592d42aab84d67dd27bbf2d1aff38ec,train
02808440,6328094d59f1221d7b57eb4fc830f67b,train
02808440,fb269f5b1fec0b94d2285085273a3475,train
02808440,3a5a6113f20f7462c0f3ab010f0dece7,train
02808440,3fad29fafe787406b362845c6edb57fc,train
02808440,a67047070d8693d2c2f0673fe60ad9d3,train
02808440,cba294fd8320a4b13321831d2245cf06,train
02808440,a92ca67b245f008b54d7082b34825ef0,train
02808440,79ace304188699fd5fe7cbb6d6b5e421,train
02808440,8b42485c93c122643321831d2245cf06,train
02808440,5eab643d440c4a4bab78f79703f1828f,train
02808440,7e32602a20e478ddb362845c6edb57fc,train
02808440,32704fd3803c02d7fe52ffd0e748a1ab,train
02808440,911847b0eff48ba087a301d05ef6a538,train
02808440,12e0842f9f1c8cf02c3aeda648e0cc4f,train
02808440,c1b69f70751648a0b362845c6edb57fc,train
02808440,e1bbaff08c5309a6412ac8cccf0c180f,train
02808440,b188074441f74c6e1d17c7bdc785739b,train
02808440,768acba240b21a492beec56b24479ed1,train
02808440,556213319f5a21dbccd0340812259a39,train
02808440,68970c4f57bb44167d54ec3c8e01d52e,train
02808440,77ec56a21b4ae4b8b84959963148f2a2,train
02808440,763aa4a2281d5a2cb1e4f0ffdb30250,train
02808440,99ee0eaaa7511e2344221bef0fa3c36b,train
02808440,dadeedcb7aeb8344fdbe2bf897d8a820,train
02808440,a969cd5e93fd389b3321831d2245cf06,train
02808440,45dbfd115089e0665d107d8487108589,train
02808440,2a83a721763cb79df15dc88ff54e5f9f,train
02808440,6bccbd29c44ea50d54d7082b34825ef0,train
02808440,7f7d48994b6915d8b362845c6edb57fc,train
02808440,e6c56b5f2265d6423321831d2245cf06,train
02808440,2f3d0058b843186180a744f96587254b,train
02808440,ca63d5d8d3f1933354d7082b34825ef0,train
02808440,4033f8440d4b5e83321831d2245cf06,train
02808440,bbe02a8cb3ea4b4844221bef0fa3c36b,train
02808440,cd21cb60750fd91f4eda040ae95dd4aa,train
02808440,2e752b6c5b6c1cf865793e85eb09b261,train
02808440,a26f1817df243dbf601f1922eb3d98df,train
02808440,c6bdaf60ca0529cdf06b5a8163839b92,train
02808440,4399b850494bcfcd2dee675288ffec8e,train
02808440,b27bff29f03406c63321831d2245cf06,train
02808440,722a8934497d70d18fcae10bdcf407e9,train
02808440,f327905a8577d9adb362845c6edb57fc,train
02808440,32c2dbf3246c8b2366bf2fda6157c15b,train
02808440,96fd142c3abacda0ccd0340812259a39,train
02808440,76ebf4756a43b187753793048d44830e,train
02808440,6c1b18b0fa544552d93d979414505038,train
02808440,47e7884cf9d5331c1a448a935e94526d,train
02808440,88b4942caf79dc944221bef0fa3c36b,train
02808440,77c08eaf01312160a967d8a8714fbc16,train
02808440,295ea26696a0e45b3c5aa738749715da,train
02808440,129d84a2d2e5242a6b448b8aaebb705c,train
02808440,47f169c6aeebd2665f9b40f981270a7b,train
02808440,290df2ce1251492db84959963148f2a2,train
02808440,a1774ed7dd03d7b717e29780ff39c480,train
02808440,30247fa574c0f87b35e6699e9332d49d,train
02808440,8f7672193b88c72db8724a732b3d4cc1,train
02808440,783c3fc429a969b6dbb76013b759885f,train
02808440,654362e53ebb6e303321831d2245cf06,train
02808440,47ae345322c4add9f9c0f9cbb10e38a2,train
02808440,5b7d8d0f5c9ac09a5a4742c0584c3335,train
02808440,a88e254ea9ff7b4dfe52ffd0e748a1ab,train
02808440,40aa0697e18dba1184dd6c3274cd9823,train
02808440,1f0ae93f9aafbe27322d134e1c4a80fc,train
02808440,c37f254715a78571ae8be095e1557726,train
02808440,ef9318f2fb898812610c2a68437007d6,train
02808440,6f0f8249e994c288ccd0340812259a39,train
02808440,8de00e529b8b39a244221bef0fa3c36b,train
02808440,40d7753fce9bec3c3321831d2245cf06,train
02808440,14b01ccd00ceb5e4a701ffa903c732b8,train
02808440,7efbe90c9685e23cede9471c962dd6ba,train
02808440,414688637cd72b6c7685118aff98cc67,train
02808440,3981200a977815ae3321831d2245cf06,train
02808440,bdac92a52bc53cb4b362845c6edb57fc,train
02808440,bdc71b9efd77276f9f39bedffcf91275,train
02808440,f356aa82f68fe7d9adbcc9ee28cee4cb,train
02808440,dd60bfd98b869d96b5e423033398ff30,train
02808440,8692ef3bc81aa4c84c62bee40dcdc539,train
02808440,5f1145774cb48e7854d7082b34825ef0,train
02808440,98f774d812a2ff0022f427296d72cac2,train
02808440,85663f3daba8a0d51c17aef130ed6213,train
02808440,13cd234acf0a6b4db362845c6edb57fc,train
02808440,59630f5750ba5aa46935f7e0522b9fa,train
02808440,24c288011f4c14463321831d2245cf06,train
02808440,6fe99f67b888794254d7082b34825ef0,train
02808440,1a74ca07a11f507554d7082b34825ef0,train
02808440,f0836272c93c3c40b362845c6edb57fc,train
02808440,95b7632f605a0223321831d2245cf06,train
02808440,5b8badaa652f4363210c439c61dd9b9e,train
02808440,da7c0e8e5a2d87f190a2f7468a138e7a,train
02808440,7288fb375238b544cd97b994e487c6ab,train
02808440,5a79d517ab366c52ccd0340812259a39,train
02808440,4decc1afdd1eb8494c62bee40dcdc539,train
02808440,e8a5492555f645cee4c2a47658c3c899,train
02808440,a3701a7cf32da91c52b20f433bf30081,train
02808440,cb4d05a8749093ae3321831d2245cf06,train
02808440,68421e740dd77fa7c664c3d4e2d59341,train
02808440,225742b31d7e28a97c35d3c5d3b1fcf7,train
02808440,e3cee2a50dcd43bdccd0340812259a39,train
02808440,bc98f11895cecfeb3321831d2245cf06,train
02808440,10912c73b7290f963321831d2245cf06,train
02808440,166f3c900cac3bdeda5444b776d14740,train
02808440,d847cdb16cae06404d059d8c55114915,train
02808440,842839d83fea08eeccd0340812259a39,train
02808440,d51e086b0af8815d412deb0d2b0f3dcd,train
02808440,be9496165cc6322244221bef0fa3c36b,train
02808440,1dc36bb29702c28b3321831d2245cf06,train
02808440,18100df055914701d79a5415e88748c0,train
02808440,acbbca9c00c87c81c1a9d86dbf500665,train
02808440,c45f6c706330e9bf3321831d2245cf06,train
02808440,fd34f47eb1b816139a625c8b524db46e,train
02808440,550fd88ceb559b49ccd0340812259a39,train
02808440,93b1dc8aa040da641f6566a4d01370e6,train
02808440,868517dfb1753d901d91d3160643d7d9,train
02808440,67855525b642d59344221bef0fa3c36b,train
02808440,6f1ecf3e720f20e7d63fb7225e5a4313,train
02808440,f2ef257f008b08277f540470fee080f3,train
02808440,e5c97c7b5cca57cb30f98136f75a1800,train
02808440,f1772937648f0a1b602f79528bf8e63,train
02808440,2bbad1610128749e1c17aef130ed6213,train
02808440,62f4114f43f07786b362845c6edb57fc,train
02808440,35a0ea7e7f9eac13321831d2245cf06,train
02808440,33d2b4361e3fcecfb340943d9bddb446,train
02808440,25709b9ab8facc1b3321831d2245cf06,train
02808440,f7b303def4a2c10f211278b445671dff,train
02808440,77e9758d3d2256ddccd0340812259a39,train
02808440,1f5642ecc73ef347323f2769d46520fa,train
02808440,89eec42ca751ce883321831d2245cf06,train
02808440,a64f942a8107ce5f44221bef0fa3c36b,train
02808440,9b55067f02fd4a80ff2ce0138c86aa24,train
02808440,22eb6e2af43e6e78ba47eca8aa80094,train
02808440,88d183f319cddb7344221bef0fa3c36b,train
02808440,1f3abd1016b4b39e4c62bee40dcdc539,train
02808440,6be7c8fafd1268776b448b8aaebb705c,train
02808440,d7d404ced8414f01a64e5c46abb30c70,train
02808440,3858ea48966b8e5654d7082b34825ef0,train
02808440,5ab70805cc7ca4be73fd10002dacf954,train
02808440,81a7ebba1f545a4b57b6140a0b345e1d,train
02808440,6c122d48d254276f3321831d2245cf06,train
02808440,10e41094453d1c6d4c62bee40dcdc539,train
02808440,f0fc7248fd16e45dfac6ca167c92d21,train
02808440,6a6fed877d517549b12da0b74652c93d,train
02808440,a26c4780b14a9d13d84d1b7b18d6e7c7,train
02808440,63c94de548d3536eb362845c6edb57fc,train
02808440,38773e1ff9871cb33321831d2245cf06,train
02808440,72685559e732565bc394d70fcc44879d,train
02808440,594c15031388ed1588cafac7d7e6b54,train
02808440,84c48592fa2c0d82b73e9e930f636032,train
02808440,e78f7e89878402513af30a3946d92feb,train
02808440,fd415d5823bea51f44221bef0fa3c36b,train
02808440,35a0eec62047815f7454c09d6230a4d,train
02808440,41d90b22f1c6a4a083b345c7947a2916,train
02808440,30518996c975c64bb0c867f4bb42a876,train
02808440,88f7396c2dc207d3b362845c6edb57fc,train
02808440,19a77323e724b7c43321831d2245cf06,train
02808440,8932abdd856b615756e28fa5d4761d89,train
02808440,401637cb32f0eebb2b8489ea79093b09,train
02808440,916c3b82c5ce6bda5be62ca6b91c7ede,train
02808440,e15eb12dd12574171645a90c3364810c,train
02808440,b65f30d853b7cc96f86926db87a5c419,train
